Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SEA1OT,2020.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2020.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2020.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2020.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2021.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2021.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2021.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2021.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2022.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2022.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2022.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1PA,2011.06,177012,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2011.09,178828,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2011.12,176117,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2012.03,150776,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2012.06,178224,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2012.09,177101,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2012.12,174052,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2013.03,152256,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2013.06,179436,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2013.09,179945,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2013.12,177138,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2014.03,154276,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2014.06,180818,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2014.09,181819,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2014.12,178967,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2015.03,155841,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2015.06,183499,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2015.09,184196,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2015.12,180875,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2016.03,157885,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2016.06,184535,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2016.09,187722,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2016.12,184511,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2017.03,160762,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2017.06,189249,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2017.09,190852,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2017.12,187944,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2018.03,172765,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2018.06,191265,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2018.09,193471,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2018.12,191337,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2019.03,176612,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2019.06,195638,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2019.09,198564,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2019.12,199556,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2020.03,191948,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2020.06,195847,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2020.09,197093,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2020.12,197682,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2021.03,190834,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2021.06,200186,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2021.09,200236,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2021.12,199552,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2022.03,193570,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2022.06,196755,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2022.09,200721,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PS,2011.06,169469,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2011.09,171429,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2011.12,171826,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2012.03,169885,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2012.06,170649,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2012.09,169782,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2012.12,169877,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2013.03,171363,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2013.06,171917,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2013.09,172530,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2013.12,172955,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2014.03,173317,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2014.06,173432,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2014.09,174368,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2014.12,174897,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2015.03,174454,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2015.06,176286,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2015.09,176810,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2015.12,177111,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2016.03,175462,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2016.06,177838,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2016.09,180519,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2016.12,181204,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2017.03,176719,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2017.06,183133,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2017.09,184233,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2017.12,185000,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2018.03,187432,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2018.06,186117,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2018.09,187660,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2018.12,188483,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2019.03,189312,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2019.06,191333,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2019.09,193648,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2019.12,196507,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2020.03,203598,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2020.06,192593,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2020.09,192861,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2020.12,194683,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2021.03,200744,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2021.06,197842,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2021.09,196222,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2021.12,196538,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2022.03,202593,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2022.06,195213,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PS,2022.09,196617,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Seasonally adjusted,,
BDCQ.SEA1PT,2011.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2011.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2011.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2012.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2012.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2012.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2012.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2013.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2013.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2013.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2013.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2014.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2014.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2014.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2014.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2015.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2015.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2015.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2015.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2016.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2016.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2016.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2016.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2017.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2017.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2017.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2017.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2018.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2018.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2018.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2018.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2019.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2019.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2019.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2019.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2020.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2020.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2020.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2020.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2021.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2021.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2021.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2021.12,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2022.03,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2022.06,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1PT,2022.09,,,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Trend,,
BDCQ.SEA1QA,2011.06,195982,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2011.09,197655,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2011.12,199269,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2012.03,198554,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2012.06,201120,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2012.09,200942,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2012.12,202584,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2013.03,201568,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2013.06,204548,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2013.09,204361,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2013.12,205060,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2014.03,205974,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2014.06,208733,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2014.09,208762,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2014.12,207787,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2015.03,207718,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2015.06,212290,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2015.09,212906,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2015.12,214428,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2016.03,212636,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2016.06,216059,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2016.09,216340,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2016.12,218821,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2017.03,217753,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2017.06,220946,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2017.09,221147,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2017.12,222950,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2018.03,222710,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2018.06,224439,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2018.09,225374,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2018.12,226461,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2019.03,226096,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2019.06,229053,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2019.09,231233,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2019.12,236208,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2020.03,235945,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2020.06,236525,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2020.09,238713,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2020.12,240504,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2021.03,244167,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2021.06,245348,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2021.09,251816,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2021.12,254592,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2022.03,252744,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
BDCQ.SEA1QA,2022.06,254550,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Health Care and Social Assistance,Actual,,
